"","Year","Area","Session","Chair","Title","Authors","Abstract"
"2468",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Using Flexible Points in a Developing Simulation","Joseph C. Carnahan and Paul F. Reynolds (University of Virginia)","NA"
"2469",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Stochastic Trust Region Gradient-Free Method (STRONG) -A New RSM-based Algorithm for Simulation Optimization","Kuo-Hao Chang (Purdue University)","NA"
"2470",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Information Technology for Servicization of Cutting Tool Supply Chain","Chen Yang Cheng and Vittal Prabhu (Penn State University)","NA"
"2471",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","A Simulation and Optimization-based Approach for Railway Scheduling","Pavankumar Murali, Maged Dessouky, and Fernando Ordonez (University of Southern California)","NA"
"2472",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Parallel Cross-Entropy Optimization","Gareth Evans (University of Queensland)","NA"
"2473",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Simulating Gang Violence In An Asymmetric Environment","Sam Huddleston and Jon Fox (UVA)","NA"
"2474",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Allocation of Simulation Runs for Simulation Optimization","Alireza Kabirian and Sigurdur Olafsson (Department of Industrial and Manufacturing Systems Engineering, Iowa State University)","NA"
"2475",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Enhanced Modeling Using Entities In An Integrated Process-Driven and Event-Driven Environment","Vishnu S. Kesaraju (Wright State University)","NA"
"2476",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Importance Sampling Estimation for the Probability of Overflow in Serve the Longest Queue System","Kevin Leder (Brown University)","NA"
"2477",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Simulation-based Decision Making for Maintenance Policy Selection for Complicated Systems","Zhaojun Li (Wichita State University)","NA"
"2478",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Classification Analysis for Simulation of Machine Breakdowns","Lanting Lu, Christine S. M. Currie, and Russell C. H. Cheng (University of Southampton) and John Ladbrook (Ford Motor Company)","NA"
"2479",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Semi-Automatic Simulation Component Reuse","Yariv N. Marmor and Avigdor Gal (Technion - Israel Institute of Technology)","NA"
"2480",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","A Longitudinal Study of the Impact of Information Technology on Organizational Knowledge Management Processes Using Agent-based Modeling","Srikanth Mudigonda (University of Missouri-St.Louis)","NA"
"2481",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Hierarchical Planning and Multi Level Scheduling for Simulation-based Probabilistic Risk Assessment","Hamed S. Nejad (Center for Risk and Reliability, University of Maryland, College Park) and Ali Mosleh (Center for Risk and Reliability)","NA"
"2482",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Phased Approach to Simulation of Security Algorithms for Ambient Intelligent (AmI) Environments","Muaz Niazi (Foundation University, FUIMCS) and Abdul Rauf Baig (National University-FAST)","NA"
"2483",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Code Analysis and CS–XML","Kara A. Olson and C. Michael Overstreet (Old Dominion University) and E. Joseph Derrick (Radford University)","NA"
"2484",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Agent Based Simulation Model to Predict Performance of Teams Working Under Unstructured Job Environments.","Jose A Rojas (Florida International University/ Universidad del Turabo) and Ronald Giachetti (Florida International University)","NA"
"2485",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Appraisal of Airport Alternatives in Greenland by the use of Risk Analysis and Monte Carlo Simulation","Kim Bang Salling and Steen Leleur (Technical University of Denmark)","NA"
"2486",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Agent-based Simulation Framework for Supply Chain Planning in the Lumber Industry","Luis Antonio Santa Eulalia and Sophie D'Amours (Universite Laval) and Jean-Marc Frayret (Ecole Polytechnique de Montreal and FOR@C Research Consortium)","NA"
"2487",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","A New Method for Reverse Engineering the Visual System","Diglio A. Simoni (RTI International)","NA"
"2488",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","IBatch: An Autoregressive—Batch-Means Procedure for Steady-State Simulation Output Analysis","Ali Tafazzoli (North Carolina State University)","NA"
"2489",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Discrete Stochastic Optimization using Simplex Interpolation","Honggang Wang and Bruce W. Schmeiser (Purdue University)","NA"
"2490",2007,"PH.D. COLLOQUIUM "," Ph.D. Colloquium Student Presentations","Simon Taylor (Brunel University)","Simulating Soundscape Evaluations in Urban Open Spaces","Lei Yu and Jian Kang (Sheffield University)","NA"
"2491",2008,"OPENING SESSION ","Opening Session One","Tom Jefferson (Intel Corporation)","Modeling and Simulation in Public Health: A Little Help Can Go a Long Way","Margaret Brandeau (Stanford University)","NA"
"2492",2008,"TITAN TALKS ","Titan Bruce Schmeiser","John Fowler (Arizona State University)","A Practitioner, a Vendor, and a Researcher Walk into a Bar: Trying to Explain what Researchers Do","Bruce Schmeiser (Purdue University)","NA"
"2493",2008,"TITAN TALKS ","Titan Mike Pidd","John Fowler (Arizona State University)","Why Modelling Matters","Mike Pidd (Lancaster University)","NA"
"2494",2008,"SIMULATION 101 ","Simulation 101","John Fowler (Arizona State University)","Monte Carlo and Discrete-Event Simulations in C and R","Barry Lawson (University of Richmond) and Lawrence Mark Leemis (The College of William & Mary)","NA"
"2495",2008,"INTRODUCTORY TUTORIALS ","Introduction to Simulation","Sharif Melouk (University of Alabama)","Introduction to Simulation","Ricki G. Ingalls (Oklahoma State University)","NA"
"2496",2008,"INTRODUCTORY TUTORIALS ","Simulation Optimization","Robert Hasbrouck (Christopher Newport)","Some Topics for Simulation Optimization","Michael Fu (University of Maryland), Chun-Hung Chen (George Mason University) and Leyuan Shi (University of Wisconsin)","NA"
"2497",2008,"INTRODUCTORY TUTORIALS ","Model Building and Validation","Jeremy Jordan (Air Force Research Laboratory)","How to Build Valid and Credible Simulation Models","Averill M. Law (Averill M. Law & Associates)","NA"
"2498",2008,"INTRODUCTORY TUTORIALS ","Input Modeling","David Goldsman (Georgia Institute of Technology)","Introduction to Modeling and Generating Probabilistic Input Processes for Simulation","Michael E. Kuhl (Rochester Institute of Technology), Emily K. Lada (SAS Institute Inc), Natalie M. Steiger (Maine Business School), Mary Ann Wagner (SAIC) and James R. Wilson (North Carolina State University)","NA"
"2499",2008,"INTRODUCTORY TUTORIALS ","Output Analysis","Emily Evans (Naval Surface Warfare Center)","Statistical Analysis of Simulation Output","Marvin Nakayama (New Jersey Institute of Technology)","NA"
"2500",2008,"INTRODUCTORY TUTORIALS ","Design of Experiments","Marc Perry (University of Alabama)","Better
  Than a Petaflop: The Power of Efficient Experimental Design","Susan M. Sanchez (OR Dept, Naval Postgraduate School)","NA"
"2501",2008,"INTRODUCTORY TUTORIALS ","Successful Practice","Martin Fischer (Noblis)","Tips for Successful Practice of Simulation","David T Sturrock (Simio LLC)","NA"
"2502",2008,"INTRODUCTORY TUTORIALS ","Monte Carlo Simulation","Roy Creasey (Longwood)","Introduction to Monte Carlo Simulation","Samik Raychaudhuri (Oracle Crystal Ball Global Business Unit)","NA"
"2503",2008,"INTRODUCTORY TUTORIALS ","Agent-Based Modeling","Young Son (University of Arizona)","Agent-Based Modeling and Simulation: ABMS Examples","Charles Macal and Michael North (Argonne National Laboratory and The University of Chicago)","NA"
"2504",2008,"ADVANCED TUTORIALS ","Modeling for Analysis","Sheldon Jacobson (University of Illinois)","Analytical Simulation Modeling","Lee Schruben (University of California, Berkeley)","NA"
"2505",2008,"ADVANCED TUTORIALS ","The Mathematics of Continuous Simulation Optimization","Stephen Chick (INSEAD)","The Mathematics of Continuous-Variable Simulation Optimization","Sujin Kim (National University of Singapore) and Shane G. Henderson (Cornell University)","NA"
"2506",2008,"ADVANCED TUTORIALS ","Incorporating Information into Military Simulations","Young Jun-Son (University of Arizona)","Incorporating Information Networks Into Military Simulations","Darryl K. Ahner (United States Military Academy), Jonathon K. Alt and Francisco K. Baez (U.S. Army TRADOC Analysis Center), John Jackson (U.S. Joint Forces Command J9) and Thorsten Seitz and Susan M. Sanchez (Naval Postgraduate School)","NA"
"2507",2008,"ADVANCED TUTORIALS ","Revenue Management","Osman Balci (Virginia Tech)","Revenue Management: Models and Methods","Kalyan T Talluri (ICREA and Universitat Pompeu Fabra), Garrett J van Ryzin (Columbia University), Itir Z Karaesmen (University of Maryland) and Gustavo J Vulcano (New York University)","NA"
"2508",2008,"ADVANCED TUTORIALS ","Model Validation and Verification","K. White (University of Virginia)","Verification and Validation of Simulation Models","Robert G. Sargent (Syracuse University)","NA"
"2509",2008,"ADVANCED TUTORIALS ","Approximate Zero Variance Simulation","Marvin Nakayama (NJIT)","Approximate Zero-Variance Simulation","Pierre L'Ecuyer (DIRO, Université de Montréal) and Bruno Tuffin (IRISA / INRIA)","NA"
"2510",2008,"ADVANCED TUTORIALS ","Inside Discrete-Event Simulation","Levent Yilmaz (Auburn)","Inside Discrete-Event Simulation Software: How it Works and Why it Matters","Thomas J. Schriber (University of Michigan) and Daniel T. Brunner (Kiva Systems, Inc.)","NA"
"2511",2008,"ADVANCED TUTORIALS ","COTS Simulation Package Interoperability","Paul Sanchez (NPS)","Guidelines for Commercial Off-the-Shelf Simulation Package Interoperability","Simon J. E. Taylor (Brunel University), Stephen J. Turner (Nanyang Technological University) and Steffen Strassburger (Ilmenau University of Technology)","NA"
"2512",2008,"ADVANCED TUTORIALS ","Approximate Dynamic Programming","Enver Yucesan (INSEAD)","Approximate Dynamic Programming: Lessons From the Field","Warren B Powell (Princeton University)","NA"
"2513",2008,"VENDOR TRACK A ","Flexsim and Incontrol Enterprise Dynamics","Sandy Owens (INFORMS)","Features, Functionality and Power: What Sets Flexsim Apart","Cliff King and Eamonn Lavery (Flexsim Software Products, Inc.)","NA"
"2514",2008,"VENDOR TRACK A ","Flexsim and Incontrol Enterprise Dynamics","Sandy Owens (INFORMS)","Enterprise Dynamics New Release V8.0","Janis Britals (Incontrol Enterprise Dynamics)","NA"
"2515",2008,"VENDOR TRACK A ","Imagine That, Inc.","Sandy Owens (INFORMS)","Extendsim 7","David Krahl (Imagine That Inc.)","NA"
"2516",2008,"VENDOR TRACK A ","UDMTEK and JMP-SAS","Sandy Owens (INFORMS)","PLCStudio: Simulation Based PLC Code Verification","SangC Park (Ajou University, Indutrial Engineering Department), Chang Mok Park, Jonguen Kwak, and Sungjoo Yeo (UDMTEK) and Jinam Wang (Ajou university Industrial Engineering Department)","NA"
"2517",2008,"VENDOR TRACK A ","UDMTEK and JMP-SAS","Sandy Owens (INFORMS)","SAS Simulation Studio and JMP","Ed Hughes (SAS) and Curt Hinrichs (JMP - SAS)","NA"
"2518",2008,"VENDOR TRACK A ","Siemens PLM Software and Flexsim","Sandy Owens (INFORMS)","Siemens PLM Software - Tecnomatix Plant Simulation","Jeff Miller (Siemens PLM Software)","NA"
"2519",2008,"VENDOR TRACK A ","Siemens PLM Software and Flexsim","Sandy Owens (INFORMS)","Features, Functionality and Power: What Sets Flexsim Apart","Cliff King (Flexsim Software Products, Inc.)","NA"
"2520",2008,"VENDOR TRACK A ","XJ Technologies and Incontrol Enterprise Dynamics","Sandy Owens (INFORMS)","XJ Technologies - Professional Tool for Multi-Method Simulation Modeling","Andrei Borshchev (XJ Technologies)","NA"
"2521",2008,"VENDOR TRACK A ","XJ Technologies and Incontrol Enterprise Dynamics","Sandy Owens (INFORMS)","Enterprise Dynamics New Release V8.0","Holger Pitsch (Incontrol Enterprise Dynamics)","NA"
"2522",2008,"VENDOR TRACK A ","Frontline Systems and Systems Navigator","Sandy Owens (INFORMS)","Frontline Systems - Risk Analysis, Simulation Optimization, Robust Optimization and More","Daniel Fylstra (Frontline Systems, Inc.)","NA"
"2523",2008,"VENDOR TRACK A ","Frontline Systems and Systems Navigator","Sandy Owens (INFORMS)","Empowering Decision Support With Simulation Technology - Scenario Navigator","Vincent de Gast, Rienk Bijlsma, and Edwin Valentin (Systems Navigator)","NA"
"2524",2008,"VENDOR TRACK B ","C and Emulate3D Ltd.","Sandy Owens (INFORMS)","PMC Asprova","Marcello Zottolo and Karthik Vasudevan (Production Modeling Corp.)","NA"
"2525",2008,"VENDOR TRACK B ","C and Emulate3D Ltd.","Sandy Owens (INFORMS)","Make an Impact with Demo3D","Ian McGregor (Emulate3D)","NA"
